kcc_id,kcc_name,stage_id,station_id,kcc_type,kcc_nominal,kcc_max,kcc_min,Description
33,tooling_z_6,3,0,0,0,2,-2,tooling z deviation
34,tooling_x_7,3,0,0,0,2,-2,tooling x deviation
35,tooling_y_7,3,0,0,0,2,-2,tooling y deviation
36,tooling_z_7,3,0,0,0,2,-2,tooling z deviation
37,tooling_x_8,3,0,0,0,2,-2,tooling x deviation
38,tooling_y_8,3,0,0,0,2,-2,tooling y deviation
39,tooling_z_8,3,0,0,0,2,-2,tooling z deviation
40,tooling_flag_1,3,0,1,0,1,0,Joining Flag
41,tooling_flag_2,3,0,1,0,1,0,Joining Flag
42,tooling_flag_3,3,0,1,0,1,0,Joining Flag
43,tooling_flag_4,3,0,1,0,1,0,Joining Flag
44,tooling_flag_5,3,0,1,0,1,0,Joining Flag
45,tooling_flag_6,3,0,1,0,1,0,Joining Flag
46,tooling_flag_7,3,0,1,0,1,0,Joining Flag
47,tooling_flag_8,3,0,1,0,1,0,Joining Flag
48,pv3_1,0,1,0,0,2,-2,Global part variation pattern (Bending)
49,pv3_2,0,1,0,0,2,-2,Global part variation pattern (Twisting)
50,pv3_3,0,1,0,0,2,-2,Local Part variation pattern (Flange Deformation)
51,pv4_1,0,1,0,0,2,-2,Global part variation pattern (Bending)
52,pv4_2,0,1,0,0,2,-2,Global part variation pattern (Twisting)
53,pv4_3,0,1,0,0,2,-2,Local Part variation pattern (Flange Deformation)
54,pinhole4_x,1,1,0,0,2,-2,Pin hole displacement in x
55,pinhole4_y,1,1,0,0,2,-2,Pin hole displacement in y
56,pinhole4_rot,1,1,0,0,1,-1,Rotation around Pin-hole
57,clamp_x_4,2,1,0,0,2,-2,clamp x deviation
58,clamp_y_4,2,1,0,0,2,-2,clamp y deviation
59,clamp_z_4,2,1,0,0,2,-2,clamp z deviation
60,clamp_x_5,2,1,0,0,2,-2,clamp x deviation
61,clamp_y_5,2,1,0,0,2,-2,clamp y deviation
62,clamp_z_5,2,1,0,0,2,-2,clamp z deviation
63,clamp_x_6,2,1,0,0,2,-2,clamp x deviation
64,clamp_y_6,2,1,0,0,2,-2,clamp y deviation
65,clamp_z_6,2,1,0,0,2,-2,clamp z deviation
66,clamp_x_7,2,1,0,0,2,-2,tooling x deviation
67,clamp_y_7,2,1,0,0,2,-2,tooling y deviation
68,clamp_z_7,2,1,0,0,2,-2,tooling z deviation
69,clamp_x_8,2,1,0,0,2,-2,tooling x deviation
70,clamp_y_8,2,1,0,0,2,-2,tooling y deviation
71,clamp_z_8,2,1,0,0,2,-2,tooling z deviation
72,clamp_x_9,2,1,0,0,2,-2,tooling x deviation
73,clamp_y_9,2,1,0,0,2,-2,tooling y deviation
74,clamp_z_9,2,1,0,0,2,-2,tooling z deviation
75,tooling_x_9,3,1,0,0,2,-2,tooling x deviation
76,tooling_y_9,3,1,0,0,2,-2,tooling y deviation
77,tooling_z_9,3,1,0,0,2,-2,tooling z deviation
78,tooling_x_10,3,1,0,0,2,-2,tooling x deviation
79,tooling_y_10,3,1,0,0,2,-2,tooling y deviation
80,tooling_z_10,3,1,0,0,2,-2,tooling z deviation
81,tooling_x_11,3,1,0,0,2,-2,tooling x deviation
82,tooling_y_11,3,1,0,0,2,-2,tooling y deviation
83,tooling_z_11,3,1,0,0,2,-2,tooling z deviation
84,tooling_x_12,3,1,0,0,2,-2,tooling x deviation
85,tooling_y_12,3,1,0,0,2,-2,tooling y deviation
86,tooling_z_12,3,1,0,0,2,-2,tooling z deviation
87,tooling_x_13,3,1,0,0,2,-2,tooling x deviation
88,tooling_y_13,3,1,0,0,2,-2,tooling y deviation
89,tooling_z_13,3,1,0,0,2,-2,tooling z deviation
90,tooling_x_14,3,1,0,0,2,-2,tooling x deviation
91,tooling_y_14,3,1,0,0,2,-2,tooling y deviation
92,tooling_z_14,3,1,0,0,2,-2,tooling z deviation
93,tooling_x_15,3,1,0,0,2,-2,tooling x deviation
94,tooling_y_15,3,1,0,0,2,-2,tooling y deviation
95,tooling_z_15,3,1,0,0,2,-2,tooling z deviation
96,tooling_x_16,3,1,0,0,2,-2,tooling x deviation
97,tooling_y_16,3,1,0,0,2,-2,tooling y deviation
98,tooling_z_16,3,1,0,0,2,-2,tooling z deviation
99,tooling_x_17,3,1,0,0,2,-2,tooling x deviation
100,tooling_y_17,3,1,0,0,2,-2,tooling y deviation
101,tooling_z_17,3,1,0,0,2,-2,tooling z deviation
102,tooling_x_18,3,1,0,0,2,-2,tooling x deviation
103,tooling_y_18,3,1,0,0,2,-2,tooling y deviation
104,tooling_z_18,3,1,0,0,2,-2,tooling z deviation
105,tooling_flag_9,3,1,1,0,1,0,Joining Flag
106,tooling_flag_10,3,1,1,0,1,0,Joining Flag
107,tooling_flag_11,3,1,1,0,1,0,Joining Flag
108,tooling_flag_12,3,1,1,0,1,0,Joining Flag
109,tooling_flag_13,3,1,1,0,1,0,Joining Flag
110,tooling_flag_14,3,1,1,0,1,0,Joining Flag
111,tooling_flag_15,3,1,1,0,1,0,Joining Flag
112,tooling_flag_16,3,1,1,0,1,0,Joining Flag
113,tooling_flag_17,3,1,1,0,1,0,Joining Flag
114,tooling_flag_18,3,1,1,0,1,0,Joining Flag
115,pinhole3_x,1,2,0,0,2,-2,Pin hole displacement in x
116,pinhole3_y,1,2,0,0,2,-2,Pin hole displacement in y
117,pinhole3_rot,1,2,0,0,1,-1,Rotation around Pin-hole
118,clamp_x_10,2,2,0,0,2,-2,clamp x deviation
119,clamp_y_10,2,2,0,0,2,-2,clamp y deviation
120,clamp_z_10,2,2,0,0,2,-2,clamp z deviation
121,clamp_x_11,2,2,0,0,2,-2,clamp x deviation
122,clamp_y_11,2,2,0,0,2,-2,clamp y deviation
123,clamp_z_11,2,2,0,0,2,-2,clamp z deviation
124,clamp_x_12,2,2,0,0,2,-2,clamp x deviation
125,clamp_y_12,2,2,0,0,2,-2,clamp y deviation
126,clamp_z_12,2,2,0,0,2,-2,clamp z deviation
127,clamp_x_13,2,2,0,0,2,-2,clamp x deviation
128,clamp_y_13,2,2,0,0,2,-2,clamp y deviation
129,clamp_z_13,2,2,0,0,2,-2,clamp z deviation
130,tooling_x_19,3,2,0,0,2,-2,tooling x deviation
131,tooling_y_19,3,2,0,0,2,-2,tooling y deviation
132,tooling_z_19,3,2,0,0,2,-2,tooling z deviation
133,tooling_x_20,3,2,0,0,2,-2,tooling x deviation
134,tooling_y_20,3,2,0,0,2,-2,tooling y deviation
135,tooling_z_20,3,2,0,0,2,-2,tooling z deviation
136,tooling_x_21,3,2,0,0,2,-2,tooling x deviation
137,tooling_y_21,3,2,0,0,2,-2,tooling y deviation
138,tooling_z_21,3,2,0,0,2,-2,tooling z deviation
139,tooling_x_22,3,2,0,0,2,-2,tooling x deviation
140,tooling_y_22,3,2,0,0,2,-2,tooling y deviation
141,tooling_z_22,3,2,0,0,2,-2,tooling z deviation
142,tooling_x_23,3,2,0,0,2,-2,tooling x deviation
143,tooling_y_23,3,2,0,0,2,-2,tooling y deviation
144,tooling_z_23,3,2,0,0,2,-2,tooling z deviation
145,tooling_x_24,3,2,0,0,2,-2,tooling x deviation
146,tooling_y_24,3,2,0,0,2,-2,tooling y deviation
147,tooling_z_24,3,2,0,0,2,-2,tooling z deviation
148,tooling_x_25,3,2,0,0,2,-2,tooling x deviation
149,tooling_y_25,3,2,0,0,2,-2,tooling y deviation
150,tooling_z_25,3,2,0,0,2,-2,tooling z deviation
151,tooling_flag_19,3,2,1,0,1,0,Joining Flag
152,tooling_flag_20,3,2,1,0,1,0,Joining Flag
153,tooling_flag_21,3,2,1,0,1,0,Joining Flag
154,tooling_flag_22,3,2,1,0,1,0,Joining Flag
155,tooling_flag_23,3,2,1,0,1,0,Joining Flag
156,tooling_flag_24,3,2,1,0,1,0,Joining Flag
157,tooling_flag_25,3,2,1,0,1,0,Joining Flag
